1.         0.
0.99       0.141067
0.98       0.198997
0.97       0.243105
0.96       0.28
0.95       0.31225
0.9        0.43589
0.85       0.526783
0.8        0.6
0.75       0.661438
0.7        0.714143
0.65       0.759934
0.6        0.8
0.55       0.835165
0.5        0.866025
0.45       0.893029
0.4        0.916515
0.35       0.93675
0.3        0.953939
0.25       0.968246
0.2        0.979796
0.15       0.988686
0.1        0.994987
0.         1.
-0.05      0.998749
-0.1       0.994987
-0.15      0.988686
-0.2       0.979796
-0.25      0.968246
-0.3       0.953939
-0.35      0.93675
-0.4       0.916515
-0.45      0.893029
-0.5       0.866025
-0.55      0.835165
-0.6       0.8
-0.65      0.759934
-0.7       0.714143
-0.75      0.661438
-0.8       0.6
-0.83486   0.55046
-0.85      0.526783
-0.9       0.43589
-0.95      0.31225
-0.96      0.28
-0.97      0.243105
-0.98      0.198997
-0.99      0.141067
-1.        0.
-0.99     -0.141067
-0.98     -0.198997
-0.97     -0.243105
-0.96     -0.28
-0.95     -0.31225
-0.9      -0.43589
-0.85     -0.526783
-0.83486  -0.55046
-0.8      -0.6
-0.75     -0.661438
-0.7      -0.714143
-0.65     -0.759934
-0.6      -0.8
-0.55     -0.835165
-0.5      -0.866025
-0.45     -0.893029
-0.4      -0.916515
-0.35     -0.93675
-0.3      -0.953939
-0.25     -0.968246
-0.2      -0.979796
-0.15     -0.988686
-0.1      -0.994987
-0.05     -0.998749
0.        -1.
0.05      -0.998749
0.1       -0.994987
0.15      -0.988686
0.2       -0.979796
0.25      -0.968246
0.3       -0.953939
0.35      -0.93675
0.4       -0.916515
0.45      -0.893029
0.5       -0.866025
0.55      -0.835165
0.6       -0.8
0.65      -0.759934
0.7       -0.714143
0.75      -0.661438
0.8       -0.6
0.85      -0.526783
0.9       -0.43589
0.95      -0.31225
0.96      -0.28
0.97      -0.243105
0.98      -0.198997
0.99      -0.141067
1.         0.
0.99       0.081035
0.98       0.113725
0.97       0.138203
0.96       0.158325
0.96667    0.14529
0.93334    0.199991
0.90001    0.238038
0.86668    0.266657
0.83335    0.288666
0.80002    0.305496
0.76669    0.317972
0.73336    0.326593
0.70003    0.331659
0.6667     0.333333
0.63337    0.331666
0.60004    0.326607
0.56671    0.317993
0.53338    0.305525
0.50005    0.288704
0.46672    0.266707
0.43339    0.238103
0.40006    0.20008
0.36673    0.145427
0.36       0.130639
0.352      0.109982
0.344      0.0836501
0.336      0.0420793
0.33333    0.
0.3413    -0.0724406
0.3493    -0.101929
0.3573    -0.12411
0.3653    -0.14244
0.36663   -0.145221
0.39996   -0.199947
0.43329   -0.238005
0.46662   -0.266632
0.49995   -0.288646
0.53328   -0.305482
0.56661   -0.317962
0.59994   -0.326586
0.63327   -0.331656
0.6666    -0.333333
0.69993   -0.33167
0.73326   -0.326614
0.76659   -0.318004
0.79992   -0.30554
0.83325   -0.288723
0.86658   -0.266732
0.89991   -0.238136
0.93324   -0.200124
0.96657   -0.145496
0.9653    -0.148085
0.9733    -0.130718
0.9813    -0.110077
0.9893    -0.0837785
0.9973    -0.0423404
1.         0.
0.99       0.0994987
0.98       0.14
0.97       0.170587
0.96       0.195959
0.95       0.217945
0.9        0.3
0.85       0.357071
0.8        0.4
0.75       0.433013
0.7        0.458258
0.65       0.47697
0.6        0.489898
0.55       0.497494
0.5        0.5
0.45       0.497494
0.4        0.489898
0.35       0.47697
0.3        0.458258
0.25       0.433013
0.2        0.4
0.15       0.357071
0.1        0.3
0.05       0.217945
0.04       0.195959
0.03       0.170587
0.02       0.14
0.01       0.0994987
0.         0.
0.01      -0.0994987
0.02      -0.14
0.03      -0.170587
0.04      -0.195959
0.05      -0.217945
0.1       -0.3
0.15      -0.357071
0.2       -0.4
0.25      -0.433013
0.3       -0.458258
0.35      -0.47697
0.4       -0.489898
0.45      -0.497494
0.5       -0.5
0.55      -0.497494
0.6       -0.489898
0.65      -0.47697
0.7       -0.458258
0.75      -0.433013
0.8       -0.4
0.85      -0.357071
0.9       -0.3
0.95      -0.217945
0.96      -0.195959
0.97      -0.170587
0.98      -0.14
0.99      -0.0994987
1.         0.
0.99       0.122066
0.98       0.172047
0.97       0.21
0.96       0.241661
0.95       0.269258
0.9        0.374166
0.85       0.45
0.8        0.509902
0.75       0.559017
0.7        0.6
0.65       0.634429
0.6        0.663325
0.55       0.687386
0.5        0.707107
0.45       0.722842
0.4        0.734847
0.35       0.743303
0.3        0.748331
0.25       0.75
0.2        0.748331
0.15       0.743303
0.1        0.734847
0.05       0.722842
0.         0.707107
-0.05      0.687386
-0.1       0.663325
-0.15      0.634429
-0.2       0.6
-0.25      0.559017
-0.3       0.509902
-0.35      0.45
-0.4       0.374166
-0.45      0.269258
-0.46      0.241661
-0.47      0.21
-0.48      0.172047
-0.49      0.122066
-0.5       0.
-0.49     -0.122066
-0.48     -0.172047
-0.47     -0.21
-0.46     -0.241661
-0.45     -0.269258
-0.4      -0.374166
-0.35     -0.45
-0.3      -0.509902
-0.25     -0.559017
-0.2      -0.6
-0.15     -0.634429
-0.1      -0.663325
-0.05     -0.687386
0.        -0.707107
0.05      -0.722842
0.1       -0.734847
0.15      -0.743303
0.2       -0.748331
0.25      -0.75
0.3       -0.748331
0.35      -0.743303
0.4       -0.734847
0.45      -0.722842
0.5       -0.707107
0.55      -0.687386
0.6       -0.663325
0.65      -0.634429
0.7       -0.6
0.75      -0.559017
0.8       -0.509902
0.85      -0.45
0.9       -0.374166
0.95      -0.269258
0.96      -0.241661
0.97      -0.21
0.98      -0.172047
0.99      -0.122066
1.         0.
0.98       0.00020002
0.96       0.00080032
0.94       0.00180162
0.92       0.00320514
0.9        0.00501256
0.88       0.00722611
0.86       0.0098485
0.84       0.012883
0.82       0.0163334
0.8        0.0202041
0.78       0.0245001
0.76       0.0292271
0.74       0.0343914
0.72       0.04
0.7        0.0460608
0.68       0.0525825
0.66       0.0595746
0.64       0.0670477
0.62       0.0750135
0.6        0.0834849
0.58       0.0924759
0.56       0.102002
0.54       0.112081
0.52       0.122732
0.5        0.133975
0.48       0.145834
0.46       0.158335
0.44       0.171507
0.42       0.185384
0.4        0.2
0.38       0.215398
0.36       0.231625
0.34       0.248734
0.32       0.266788
0.3        0.285857
0.28       0.306026
0.26       0.327393
0.24       0.350077
0.22       0.37422
0.2        0.4
0.18       0.427636
0.16       0.457414
0.14       0.489706
0.12       0.525026
0.1        0.56411
0.08       0.608082
0.06       0.658826
0.04       0.72
0.02       0.801003
0.         1.
0.        -1
0.02      -0.801003
0.04      -0.72
0.06      -0.658826
0.08      -0.608082
0.1       -0.56411
0.12      -0.525026
0.14      -0.489706
0.16      -0.457414
0.18      -0.427636
0.2       -0.4
0.22      -0.37422
0.24      -0.350077
0.26      -0.327393
0.28      -0.306026
0.3       -0.285857
0.32      -0.266788
0.34      -0.248734
0.36      -0.231625
0.38      -0.215398
0.4       -0.2
0.42      -0.185384
0.44      -0.171507
0.46      -0.158335
0.48      -0.145834
0.5       -0.133975
0.52      -0.122732
0.54      -0.112081
0.56      -0.102002
0.58      -0.0924759
0.6       -0.0834849
0.62      -0.0750135
0.64      -0.0670477
0.66      -0.0595746
0.68      -0.0525825
0.7       -0.0460608
0.72      -0.04
0.74      -0.0343914
0.76      -0.0292271
0.78      -0.0245001
0.8       -0.0202041
0.82      -0.0163334
0.84      -0.012883
0.86      -0.0098485
0.88      -0.00722611
0.9       -0.00501256
0.92      -0.00320514
0.94      -0.00180162
0.96      -0.00080032
0.98      -0.00020002
1.         0.
0.95       0.000375021
0.9        0.00150034
0.85       0.00337671
0.8        0.00600541
0.75       0.00938822
0.7        0.0135274
0.65       0.0184259
0.6        0.024087
0.55       0.0305147
0.5        0.0377133
0.45       0.0456881
0.4        0.0544446
0.35       0.0639892
0.3        0.0743287
0.25       0.0854708
0.2        0.0974237
0.15       0.110196
0.1        0.123799
0.05       0.138242
0.         0.153536
-0.05      0.169694
-0.1       0.18673
-0.15      0.204658
-0.2       0.223492
-0.25      0.243251
-0.3       0.26395
-0.35      0.285611
-0.4       0.308253
-0.45      0.331898
-0.5       0.356571
-0.55      0.382298
-0.6       0.409105
-0.65      0.437023
-0.7       0.466085
-0.75      0.496326
-0.8       0.527783
-0.83486   0.55046
-0.85      0.526783
-0.9       0.43589
-0.95      0.31225
-0.96      0.28
-0.97      0.243105
-0.98      0.198997
-0.99      0.141067
-1.        0.
-0.99     -0.141067
-0.98     -0.198997
-0.97     -0.243105
-0.96     -0.28
-0.95     -0.31225
-0.9      -0.43589
-0.85     -0.526783
-0.83486  -0.55046
-0.8      -0.527783
-0.75     -0.496326
-0.7      -0.466085
-0.65     -0.437023
-0.6      -0.409105
-0.55     -0.382298
-0.5      -0.356571
-0.45     -0.331898
-0.4      -0.308253
-0.35     -0.285611
-0.3      -0.26395
-0.25     -0.243251
-0.2      -0.223492
-0.15     -0.204658
-0.1      -0.18673
-0.05     -0.169694
0.        -0.153536
0.05      -0.138242
0.1       -0.123799
0.15      -0.110196
0.2       -0.0974237
0.25      -0.0854708
0.3       -0.0743287
0.35      -0.0639892
0.4       -0.0544446
0.45      -0.0456881
0.5       -0.0377133
0.55      -0.0305147
0.6       -0.024087
0.65      -0.0184259
0.7       -0.0135274
0.75      -0.00938822
0.8       -0.00600541
0.85      -0.00337671
0.9       -0.00150034
0.95      -0.000375021
1.         0.
-1.        0.
